quelle;FB1;FB2;FB3;GD;doi;title;authorships.raw_author_name;mfn-authors;publication_year;publication_date;language;type;journal;publisher;primary_location.license;open_access.is_oa;open_access.oa_status;cites_mfn_collection_specimen;is_taxonomic_revision;is_species_description;abteilung 1;abteilung 2;abteilung 3;kommentar;biblio.volume;biblio.issue;biblio.first_page;biblio.last_page;locations.landing_page_url;type_crossref;booktitle;editor;print;edition;book serie
FB1.csv;True;False;False;False;10.1371/journal.pone.0298216;Cranial anatomy of Emeroleter levis and the phylogeny of Nycteroleteridae;Bazzana-Adams, K. D., MacDougall, M. J. & Fröbisch, J.;MacDougall, M. J. & Fröbisch, J.;2024;29.04.2024;English;peerrevartikel;PLOS ONE;Public Library of Science;CC BY;True;gold;NaN;NaN;NaN;Evolutionary Diversity Dynamics;;;NaN;19;4;e0298216;;https://doi.org/10.1371/journal.pone.0298216|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11057731|https://pubmed.ncbi.nlm.nih.gov/38683802;"journal-article";;;;;
openalex;True;False;False;False;10.1126/science.ado1700;Critical junctions in evolution;Sumner-Rooney, L.;Sumner-Rooney, L.;2024;29.02.2024;en;peerrevartikel;Science;American Association for the Advancement of Science;NaN;False;closed;NaN;NaN;NaN;NaN;;;NaN;383;6686;951;952;https://doi.org/10.1126/science.ado1700|https://pubmed.ncbi.nlm.nih.gov/38422155;"journal-peerrevartikel";;;;;
FB1.csv;True;False;False;False;10.1111/mec.17411;Cryptic hybridization between the ancient lineages of Natterer's bat (Myotis nattereri);Josić, D., Çoraman, E., Waurick, I., Franzenburg, S., Ancillotto, L., Bajić, B., Budinski, I., Dietz, C., Görföl, T., Bofill, S. I. H., Presetnik, P., Russo, D., Spada, M., Zrnčić, V., Blom, M. P. K. & Mayer, F.;Josić, D., Çoraman, E., Waurick, I., Bofill, S. I. H., Blom, M. P.K., Mayer, F.;2024;24.05.2024;English;peerrevartikel;Molecular Ecology;Wiley;CC BY-NC-ND;True;hybrid;True;False;False;Evolutionary Diversity Dynamics;;;NaN;33;13;e17411;NaN;https://doi.org/10.1111/mec.17411|https://pubmed.ncbi.nlm.nih.gov/38785347;"journal-article";;;;;
FB1.csv;True;False;False;False;https://www.hou.usra.edu/meetings/metsoc2024/pdf/6443.pdf;DART-scale Hypervelocity Impact Simulations: Insights into the Interior of Near-Earth Asteroid Dimorphos;Senel, C. B., Karatekin, Ö., Luther, R., Dai, K., Zhu, M.-H., Wünnemann, K., Claeys, P.;"Luther, R.; Wünnemann, K.";2024;2024-08-25 00:00:00;English;konferenzbeitragpaper;86th Annual Meeting of the Meteoritical Society 2024;;CC BY;True;gold;False;False;False;Solar System, Impacts & Meteorites;;;NaN;NaN;NaN;LPI Contrib. No. 3036;6443;https://www.hou.usra.edu/meetings/metsoc2024/pdf/6443.pdf;"NaN";;;;;
FB3.csv;False;False;True;False;10.7479/4y0t-k239;Datenmanagementpläne in Citizen-Science-Projekten – Begleitender Leitfaden zum Werkzeug Bürgerforschungsdaten-planen;Karlebowski, S., & Sturm, U;Karlebowski, S., & Sturm, U;2024;2024-12-18 00:00:00;Deutsch;bericht;Zenodo;Museum für Naturkunde Berlin (MfN) - Leibniz Institute for Evolution and Biodiversity Science;CC BY;True;gold;False;False;False;Innovation in Public Engagement, Partizipation und Open Science;;;NaN;NaN;NaN;1;28;NaN;"NaN";;;;;
FB2.csv;False;True;False;False;10.1163/9789004691063;Deconstructing Dinosaurs. The History of the German Tendaguru Exhibition and Its Finds, 1906-2023;Tamborini, M., Ohl, M., Sadock, M., Mapunda, B., Vennen, M., Stoecker, H. & Heumann, I. ;Heumann, I., Ohl, M., ;2024;NaN;english;sammelband;NaN;Brill;CC BY-NC-ND;True;gold;True;NaN;NaN;Service Development and Knowledge Transfer;;;Heumann, Ina, Holger Stoecker, and Mareike Vennen, eds. 2024. Deconstructing Dinosaurs. The History of the German Tendaguru Exhibition and Its Finds, 1906-2023. Leiden: Brill.;NaN;NaN;NaN;NaN;NaN;"NaN";Deconstructing Dinosaurs. The History of the German Tendaguru Exhibition and Its Finds, 1906-2023;" Mareike Vennen
, Holger Stoecker
, und Ina Heumann";;;
FB1.csv;True;False;False;False;10.1127/njgpa/2024/1193;Dental paleopathologies in †Pycnodontiformes (Osteichthyes:;Capasso, L., Ebert, M. & Witzmann, F. ;Witzmann, F.;2024;2024-07-01 00:00:00;Englisch;peerrevartikel;Neues Jahrbuch für Geologie und Paläontologie, Abhandlungen;Schweizerbart;NaN;False;closed;True;False;False;Evolutionary Morphology;;;NaN;311;3;299;341;NaN;"NaN";;;;;
FB3.csv;False;False;True;False;NaN;Der Kletterpilz am Ende der Welt. Kindheiten in der Folgelandschaft;Heyne, E., Wagner, A.;Heyne, E.;2024;2024-09-01 00:00:00;Deutsch;sammelbandbeitrag;;Mitteldeutscher Verlag;NaN;False;NaN;False;False;False;Innovation in Public Engagement, Partizipation und Open Science;;;Kategorie: Essay;NaN;NaN;152;171;NaN;"NaN";Ostflimmern. Wir Wende-Millenials;Philipp Baumgarten/Annekathrin Kohout;Halle:Saale;;
FB3.csv;False;False;True;False;NaN;Der Public Engagement Kodex - Wie wir den Dialog zwischen Wisschenschaft und Öffentlichkeit gestalten;Cyber Valley, Berlin School of Public Engagement and Open Science, PE-Community;Berlin School of Public Engagement and Open Science;2024;2024-03-18 00:00:00;Deutsch;arbeitspapier;NaN;Museum für Naturkunde Berlin (MfN) - Leibniz Institute for Evolution and Biodiversity Science;NaN;True;gold;False;False;False;Innovation in Public Engagement, Partizipation und Open Science;;;NaN;NaN;NaN;1;24;NaN;"NaN";;;;2;
FB2.csv;False;True;False;False;https://politikkultur.de/die-kunst-der-benennung/der-zugang-zu-genetischen-ressourcen/?print=pdf;Der Zugang zu genetischen Ressourcen. Wie sich die Biodiversitätskonventionen durch das Nagoya-Protokoll auf die Grundlagenforschung auswirkt.;Giere, P.;Giere, P.;2024;2025-09-26 00:00:00;Deutsch;beitraginpresse;Politik und Kultur;Deutscher Kulturrat e. V;NaN;True;NaN;False;False;False;Service Development and Knowledge Transfer;;;https://politikkultur.de/die-kunst-der-benennung/der-zugang-zu-genetischen-ressourcen/?print=pdf;NaN;NaN;1;3;NaN;"NaN";;;;;
openalex;True;False;False;False;10.11646/zootaxa.5541.2.2;Desert Bugs (Hemiptera: Heteroptera: Thaumastellidae): New records and review of the distribution and habitat of this relict group;Kment, P., Jacobs, D. H., Carapezza, A., Deckert, J., Rider, D. A. & Kóbor, P.;Deckert, J.;2024;2024-11-25;en;peerrevartikel;Zootaxa;Magnolia Press;NaN;False;closed;NaN;NaN;NaN;NaN;;;NaN;5541;2;144;162;https://doi.org/10.11646/zootaxa.5541.2.2|https://pubmed.ncbi.nlm.nih.gov/39646154;"journal-peerrevartikel";;;;;
FB1.csv;True;False;False;False;10.1029/2024je008409;Detailed occurrence of feather features in quartz in experimentally shocked granite;Tada, T., Kurosawa, K., Tomioka, N., Nagaya, T., Isa, J., Hamann, C., Ono, H., Niihara, T., Okamoto, T. & Matsui, T.;Hamann, C.;2024;2024-10-30 00:00:00;English;peerrevartikel;Jouurnal of Geophysical Research: Planets;Wiley;CC BY-NC 4.0;True;hybrid;False;False;False;Solar System, Impacts & Meteorites;;;NaN;129;11;e2024JE008409;NaN;https://doi.org/10.1029/2024je008409;"journal-article";;;;;
openalex;True;False;False;False;10.1002/ar.25542;Development of the pulmonary vasculature in the gray short‐tailed opossum (<i>Monodelphis domestica</i>)—<scp>3D</scp> reconstruction by microcomputed tomography;Ferner, K.;Ferner, K.;2024;2024-07-12;en;peerrevartikel;The Anatomical Record;Wiley;cc-by;True;hybrid;NaN;NaN;NaN;NaN;;;NaN;NaN;NaN;NaN;NaN;https://doi.org/10.1002/ar.25542|https://pubmed.ncbi.nlm.nih.gov/38993078;"journal-peerrevartikel";;;;;
openalex;True;False;False;False;10.1101/2024.04.19.590272;Development of the pulmonary vasculature in the gray short-tailed opossum (Monodelphis domestica) – 3D reconstruction by microcomputed tomography;Ferner, K.;Ferner, K.;2024;2024-04-23;en;preprint;bioRxiv (Cold Spring Harbor Laboratory);Cold Spring Harbor Laboratory;cc-by;True;green;NaN;NaN;NaN;NaN;;;NaN;NaN;NaN;NaN;NaN;https://doi.org/10.1101/2024.04.19.590272;"posted-content";;;;;
openalex;True;False;False;False;10.1371/journal.pone.0292482;Development of the terminal air spaces in the gray short-tailed opossum (Monodelphis domestica)– 3D reconstruction by microcomputed tomography;Ferner, K.;Ferner, K.;2024;2024-02-16;en;peerrevartikel;PLoS ONE;Public Library of Science;cc-by;True;gold;NaN;NaN;NaN;NaN;;;NaN;19;2;e0292482;NaN;https://doi.org/10.1371/journal.pone.0292482|https://www.ncbi.nlm.nih.gov/pmc/peerrevartikels/PMC10871483|https://pubmed.ncbi.nlm.nih.gov/38363783;"journal-peerrevartikel";;;;;
FB3.csv;False;False;True;False;https://www.kulturrat.de/publikationen/zeitung-pk/ausgabe-nr-102024/;Die alltägliche Natur - Pflanzen und Tiere entdecken mit der Smartphone-App Naturblick;Sturm, U.;Sturm, U.;2024;Oktober;Deutsch;beitraginpresse;Politik & Kultur;Deutscher Kulturrat e. V;NaN;True;NaN;False;False;False;Innovation in Public Engagement, Partizipation und Open Science;;;NaN;22;11/24;23;NaN;NaN;"NaN";;;;;
FB1.csv;True;False;False;False;https://www.imhof-verlag.de/produkt/beitraege-zur-naturkunde-in-osthessen-band-61/;Die Käferfauna des NSG Haimberg bei Mittelrode und angrenzender Flächen (Insecta: coleoptera) Addenda et corrigenda 4. Erweiterung des Untersuchungsgebiets, Neu- und Wiederfunde für die Hessenfauna und aktuelle Gesamtartenliste.;Frisch, J.;Frisch, J.;2024;NaN;German;wissartikel;Beiträge zur Naturkunde in Osthessen 61:33-110;Imhof Verlag;NaN;False;closed;True;False;False;Center for Integrative Biodiversity Discovery;;;NaN;61;NaN;NaN;NaN;NaN;"NaN";;;;;
FB1.csv;True;False;False;False;NaN;Die Kupfererzlagerstätte Marsberg;Stribrny B., Korn D., Königshof P., Erbacher J. & Blumenberg M.;Korn, D.;2024;NaN;German;sammelband;Geologisches Jahrbuch;Schweizerbart'sche, E.;NaN;NaN;NaN;False;False;NaN;Evolutionary Diversity Dynamics;;;NaN;Band A 166;NaN;1;85;NaN;"NaN";Die Kupfererzlagerstätte Marsberg;"Bernhard Stribrny; Dieter Korn; Peter Königshof; Jochen Erbacher; Martin Blumenberg";Stuttgard;;Geologisches Jahrbuch Reihe A
FB2.csv;False;True;False;False;NaN;Die Mineralogische Sammlung des Museums für Naturkunde Berlin im Wandel der Zeit;Schmitt, Ralf T.;Schmitt, Ralf T.;2024;2024-07-25 00:00:00;Deutsch;sammelbandbeitrag;NaN;VDG ;NaN;NaN;NaN;True;False;True;Transformation and Conservation;;;ISBN 978-3-89739-989-1, Seiten 27-64;12;NaN;27;64;NaN;"NaN";Vom Steinbruch ins Atelier - Die Mineralogische Sammlung im Museum für Naturkunde Berlin;"Strauß, Angela; Schmitt, Ralf Thomas";Ilmtal-Weinstraße : VDG;;Laborberichte
FB3.csv;False;False;True;False;https://buergerforschungsdaten-planen.de/;Digitales Werkzeug für die Erstellung von Datenmanagementplänen für Citizen Science-Projekte;Karlebowski, S., Sturm, U.;Karlebowski, S., Sturm, U.;2024;NaN;Deutsch;datenpublikation;N.A.;Bürgerforschungsdaten planen (c) 2025 – Museum für Naturkunde Berlin & Deutsches Zentrum für Luft- und Raumfahrt;NaN;NaN;NaN;False;False;False;Innovation in Public Engagement, Partizipation und Open Science;;;Software-Anwendung;NaN;NaN;NaN;NaN;NaN;"NaN";;;;;
FB1.csv;True;False;False;False;10.1007/s10641-024-01629-9;Distribution and conservation of subterranean fishes of Iran: insights from a new locality;Segherloo, I. H., Abdolahi-Mousavi, S. E., Birgani, A. A., Normandeau, E., Hallerman, E., Bernatchez, L. & Freyhof, J. ;Freyhof, J.;2024;23.11.2024;english;peerrevartikel;Environmental Biology of Fishes;Springer Nature;NaN;True;hybrid;False;False;False;Center for Integrative Biodiversity Discovery;;;NaN;108;NaN;161;170;https://doi.org/10.1007/s10641-024-01629-9;"journal-article";;;;;
FB1.csv;True;False;False;False;10.1093/zoolinnean/zlae114;Don’t go with the flow: cranial adaptations of stream tadpoles in the Afrobatrachian family Arthroleptidae;Schweiger, S., Rödel, M., Hammel, J. U. & Müller, H.;Rödel, M.;2024;NaN;english;peerrevartikel;Zoological Journal of the Linnean Society;NaN;NaN;False;closed;True;False;False;Evolutionary Diversity Dynamics;;;NaN;202;2;NaN;NaN;https://doi.org/10.1093/zoolinnean/zlae114;"journal-article";;;;;
FB1.csv;True;False;False;False;10.1038/s41598-023-50675-3;Drivers of arthropod biodiversity in an urban ecosystem;Lewthwaite, J. M. M., Baiotto, T. M., Brown, B. V., Cheung, Y. Y., Baker, A. J., Lehnen, C., McGlynn, T. P., Shirey, V., Gonzalez, L., Hartop, E., Kerr, P. H., Wood, E. & Guzman, L. M.;Hartop, E.;2024;NaN;NaN;peerrevartikel;Scientific Reports;Springer Nature;CC BY;True;gold;NaN;NaN;NaN;Center for Integrative Biodiversity Discovery;;;NaN;14;1;390 (2024) ;NaN;https://doi.org/10.1038/s41598-023-50675-3|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10764344|https://pubmed.ncbi.nlm.nih.gov/38172148;"journal-article";;;;;
openalex;True;False;False;False;10.52843/cassyni.fzsxvh;Drop dead! Female mate avoidance in an explosively breeding frog;Dittrich, C.;Dittrich, C.;2024;2024-03-14;en;datenpublikation;Cassyni - Research seminars;Cassyni Limited;NaN;True;gold;NaN;NaN;NaN;NaN;;;NaN;NaN;NaN;NaN;NaN;https://doi.org/10.52843/cassyni.fzsxvh;"posted-content";;;;;
openalex;True;False;False;False;10.1016/j.cub.2024.04.051;Early Jurassic origin of avian endothermy and thermophysiological diversity in dinosaurs;Chiarenza, A. A., Cantalapiedra, J. L., Jones, L. A., Gamboa, S., Galván, S., Farnsworth, A. J., Valdes, P. J., Sotelo, G. & Varela, S.;Cantalapiedra, J. L.;2024;2024-05-15;en;peerrevartikel;Current Biology;Elsevier;cc-by;True;hybrid;NaN;NaN;NaN;NaN;;;NaN;34;11;2517;2527e;https://doi.org/10.1016/j.cub.2024.04.051|https://pubmed.ncbi.nlm.nih.gov/38754424;"journal-peerrevartikel";;;;;
FB1.csv;True;False;False;False;10.1038/s41467-024-52181-0;Early Pennsylvanian Lagerstätte reveals a diverse ecosystem on a subhumid, alluvial fan;Knecht, R. J., Benner, J. S., Swain, A., Azevedo-Schmidt, L., Cleal, C. J., Labandeira, C. C., Engel, M. S., Dunlop, J. A., Selden, P. A., Eble, C. F., Renczkowski, M. D., Wheeler, D. A., Funderburk, M. M., Emma, S. L., Knoll, A. H. & Pierce, N. E.;Dunlop, J. A.;2024;NaN;English;peerrevartikel;Nature Communications;NaN;NaN;True;hybrid;NaN;False;False;Evolutionary Morphology;;;NaN;15;1;NaN;NaN;https://doi.org/10.1038/s41467-024-52181-0|https://pubmed.ncbi.nlm.nih.gov/39251605;"journal-article";;;;;
FB1.csv;True;False;False;False;10.1002/ece3.70214;Ecometrics demonstrates that the functional dental traits of carnivoran communities are filtered by climate;Siciliano‐Martina, L., McGuire, J. L., Hurtado‐Materon, M. A., Short, R. A., Lauer, D. A., Schap, J. A., Müller, J., Manthi, F. K., Head, J. J. & Lawing, A. M. ;Müller, J.;2024;2024/10;English;peerrevartikel;Ecology and Evolution;Wiley;CC BY;True;hybrid;NaN;NaN;NaN;Evolutionary Morphology;;;NaN;14;10;NaN;NaN;https://doi.org/10.1002/ece3.70214|https://pubmed.ncbi.nlm.nih.gov/39403259;"journal-article";;;;;
FB1.csv;True;False;False;False;10.1111/btp.13338;Ecosystem-wide responses to fire and large mammal herbivores in an African savanna;Massad, T. J., Abrão, O. J., António, H., Chechene, A., Tenente, B. S. C., André, A., Mundoza, D. F., Stalmans, M. E., Gaynor, K. M., Mandlate, L. J. C., Rödel, M. & Naskrecki, P.;Rödel, M. ;2024;NaN;english;peerrevartikel;Biotropica;Wiley;NaN;False;closed;False;False;False;Evolutionary Diversity Dynamics;;;NaN;56;4;NaN;NaN;https://doi.org/10.1111/btp.13338;"journal-article";;;;;
FB1.csv;True;False;False;False;10.3897/fr.27.e143987;Editorial: 25 years of ‘Fossil Record, an International Journal of Palaeontology’;Witzmann, F., Ruta, M., Fröbisch, N., Paß, S. & Herrmann, E. ;Witzmann, F.,  Fröbisch, N., Paß, S. & Herrmann, E. ;2024;2024-12-30 00:00:00;Englisch;peerrevartikel;Fossil Record;Pensoft Publishers;CC BY;True;gold;False;False;False;Evolutionary Morphology;Access and Use Design;Evolutionary Diversity Dynamics;FR Special Issue;27;3;291;293;NaN;"NaN";;;;;
KWP;False;False;False;True;10.3897/fr.27.e142092;Editorial: Welcoming address of the Director General;Vogel, J.;Vogel, J.;2024;30.12.2024;English;editorial;Fossil Record;Pensoft Publishers;CC BY;True;gold;False;False;False;Generaldirektion;;;FR Special Issue;27;3;289;289;NaN;"NaN";;;;;
openalex;True;False;False;False;10.1002/edn3.505;eDNA metabarcoding as a means to track distributions of different fish species in a protected area;Tabatabaei, S. N., Segherloo, I. H., Abdoli, A., Afzali, S. F., Normandeau, E., Laporte, M., Hallerman, E. M. & Bernatchez, L. ;Segherloo, I. H.;2024;2024-01-01;en;peerrevartikel;Environmental DNA;Wiley;cc-by-nc-nd;True;gold;NaN;NaN;NaN;NaN;;;NaN;6;1;NaN;NaN;https://doi.org/10.1002/edn3.505;"journal-peerrevartikel";;;;;
openalex;True;False;False;False;10.1029/2023je008110;Effect of Target Layering in Gravity‐Dominated Cratering in Nature, Experiments, and Numerical Simulations;Ormö, J., Raducan, S. D., Housen, K. R., Wünnemann, K., Collins, G. S., Rossi, A. P. & Melero‐Asensio, I.;Wünnemann, K.;2024;2024-04-26;en;peerrevartikel;Journal of Geophysical Research Planets;Wiley;NaN;False;closed;NaN;NaN;NaN;NaN;;;NaN;129;5;NaN;NaN;https://doi.org/10.1029/2023je008110;"journal-peerrevartikel";;;;;
FB1.csv;True;False;False;False;10.1002/dvdy.742;Effects of life history strategies and habitats on limb regeneration in plethodontid salamanders;Bothe, V., Müller, H., Shubin, N. & Fröbisch, N.;Bothe, V.,  Fröbisch, N.;2024;NaN;NaN;peerrevartikel;Development Dynamics;American Association for Anatomy ;CC BY;True;gold;NaN;NaN;NaN;Evolutionary Diversity Dynamics;;;NaN;NaN;NaN;NaN;NaN;https://pubmed.ncbi.nlm.nih.gov/39301774;"journal-article";;;;;
FB1.csv;True;False;False;False;10.1016/j.icarus.2024.116150;Effects of surface and subsurface water/ice on spatial distributions of impact crater ejecta on Mars;Sokołowska, A., Thomas, N. & Wünnemann, K.;Wünnemann, K.;2024;2024-10-15;English;peerrevartikel;Icarus;Elsevier;CC BY;True;gold;False;False;False;Solar System, Impacts & Meteorites;;;NaN;420;NaN;116150;NaN;https://doi.org/10.1016/j.icarus.2024.116150;"journal-article";;;;;
FB1.csv;True;False;False;False;NaN;Efficacy Simulations. A pattern of inadequate environmental action – Wirksamkeitssimulationen. Ein Muster unzureichender Umweltschutzmaßnahmen;Hagedorn, G., & Peter, F.;Hagedorn, G.;2024;NaN;en;peerrevartikel;Zeitschrift Umweltpsychologie;NaN;Other;0;NaN;0;0;0;Center for Integrative Biodiversity Discovery;;;"VOL/Page: 27(2), 371-384.
2024 erschienen, aber 2023er Jahrgang";27;2;371;384;NaN;"NaN";;;;;
openalex;True;False;False;False;10.31234/osf.io/h5734;Efficacy Simulations: A pattern of inadequate environmental action;Hagedorn, G., Peter, F.;Hagedorn, G.;2024;2024-02-17;en;preprint; PsyArXiv ;NaN;CC BY;True;green;NaN;NaN;NaN;NaN;;;NaN;NaN;NaN;1;16;https://osf.io/preprints/psyarxiv/h5734_v1;"posted-content";;;;;
FB2.csv;False;True;False;False;10.1037/xge0001555;Embodied cognition comes of age: A processing advantage for action words is modulated by aging and the task;Miklashevsky, A., Reifegerste, J., García, A. M., Pulvermüller, F., Balota, D. A., Veríssimo, J. & Ullman, M. T. ;Miklashevsky, A.;2024;NaN;English;wissartikel;Journal of Experimental Psychology: General;American Psychological Association;NaN;NaN;NaN;False;False;False;Service Development and Knowledge Transfer;;;NaN;153;7;1725;1764;NaN;"NaN";;;;;
FB2.csv;False;True;False;False;NaN;Embodied Learning in Virtual Reality;Wiepke, A., Belli, F., Fischer, M. H., & Miklashevsky, A.;Miklashevsky, A.;2024;NaN;English;sammelbandbeitrag;NaN;Peter Lang Group AG;NaN;False;closed;False;False;False;Service Development and Knowledge Transfer;;;"https://www.peterlang.com/document/1302282 
ISBN (PDF)
9783631896068
ISBN (ePUB)
9783631896075
ISBN (Hardcover)
9783631896051";NaN;NaN;NaN;NaN;NaN;"NaN";Virtual Reality in den Geisteswissenschaften: Konzepte, Methoden und interkulturelle Anwendungen; Karsten Senkbeil, Timo Ahlers;;;
FB3.csv;False;False;True;False;10.7479/m1m8-km40;Emotions in Engagement Toolkit - A practice guide and insights from the Collaborative Futures Academy 2024;Galloway, C., Monaghan, J., Wendler, J., Spokes, L., Joubert, M., Milne, R., Shennan, V.;Wendler, J., Shennan, V.;2024;2024-10-01 00:00:00;English;bericht;N.A.;Museum für Naturkunde Berlin (MfN) - Leibniz Institute for Evolution and Biodiversity Science;NaN;True;NaN;False;False;False;Innovation in Public Engagement, Partizipation und Open Science;;;NaN;NaN;NaN;NaN;NaN;NaN;"NaN";;;;;
FB1.csv;True;False;False;False;10.1109/access.2024.3355272;Entomoscope: An Open-Source Photomicroscope for Biodiversity Discovery;Wührl, L., Rettenberger, L., Meier, R., Hartop, E., Graf, J. & Pylatiuk, C. ; Meier, R., Hartop, E., Graf, J. ;2024;01/17/2024;English;peerrevartikel;IEEE Access;IEEE;CC BY;True;gold;False;False;False;Center for Integrative Biodiversity Discovery;;;NaN;12;NaN;11785;11794;https://doi.org/10.1109/access.2024.3355272|https://doi.org/10.36227/techrxiv.24101214|https://doi.org/10.36227/techrxiv.24101214.v1|https://figshare.com/articles/preprint/Entomoscope_An_Open-Source_Photomicroscope_for_Biodiversity_Discovery/24101214;"journal-article";;;;;
openalex;True;False;False;False;10.22541/au.172769814.48739807/v1;EntoSieve: automated size-sorting of insect bulk samples to aid accurate megabarcoding and metabarcoding;Ascenzi, A., Wührl, L., Feng, V., Klug, N., Pylatiuk, C., Cerretti, P. & Meier, R. ;Feng, V., Meier, R.;2024;2024-09-30;en;preprint;Authorea (Authorea);NaN;NaN;True;green;NaN;NaN;NaN;NaN;;;NaN;NaN;NaN;NaN;NaN;https://doi.org/10.22541/au.172769814.48739807/v1;"posted-content";;;;;
FB1.csv;True;False;False;False;10.1111/ecog.07454;Environmental heterogeneity, rather than stability, explains spider assemblage differences between ecosystems;Suárez, D., Arribas, P., Srivathsan, A., Meier, R. & Emerson, B. C. ;Srivathsan, A., Meier, R.;2024;2024-01-11 00:00:00;English;peerrevartikel;Ecography;Wiley;CC BY;True;gold;False;False;False;Center for Integrative Biodiversity Discovery;;;NaN;NaN;NaN;NaN;NaN;https://doi.org/10.1111/ecog.07454;"journal-article";;;;;
openalex;True;False;False;False;10.1016/j.meegid.2024.105707;Europe-wide distribution and bat-host specific lineages in the malarial parasite Polychromophilus murinus revealed through genetic screening of bat flies;Timm, L., Rosskopf, S. P., Werb, O., Van Schaik, J. & Schaer, J. ;Schaer, J.;2024;2024-12-23;en;peerrevartikel;Infection Genetics and Evolution;Elsevier;cc-by;True;gold;NaN;NaN;NaN;NaN;;;NaN;127;NaN;105707;NaN;https://doi.org/10.1016/j.meegid.2024.105707|https://pubmed.ncbi.nlm.nih.gov/39722316;"journal-peerrevartikel";;;;;
openalex;True;False;False;False;10.1016/b978-0-443-21477-6.00049-3;Eutherians: Placental Mammals;Ferner, K. & Zeller, U.;Ferner, K. , Zeller, U.;2024;2024-01-01;en;sammelbandbeitrag;Elsevier eBooks;Elsevier;NaN;False;closed;NaN;NaN;NaN;NaN;;;NaN;NaN;NaN;617;624;https://doi.org/10.1016/b978-0-443-21477-6.00049-3;"book-chapter";Encyclopedia of Reproduction;Michael K. Skinner;Academic Press;2;
openalex;True;False;False;False;10.1186/s12915-024-01864-7;Evolution of compound eye morphology underlies differences in vision between closely related Drosophila species;Buffry, A. D., Currea, J. P., Franke-Gerth, F. A., Palavalli-Nettimi, R., Bodey, A. J., Rau, C., Samadi, N., Gstöhl, S. J., Schlepütz, C. M., McGregor, A. P., Sumner-Rooney, L., Theobald, J. & Kittelmann, M.;Sumner-Rooney, L.;2024;2024-03-19;en;peerrevartikel;BMC Biology;BioMed Central;cc-by;True;gold;NaN;NaN;NaN;NaN;;;NaN;22;1;NaN;NaN;https://doi.org/10.1186/s12915-024-01864-7|https://www.ncbi.nlm.nih.gov/pmc/peerrevartikels/PMC10953123|https://pubmed.ncbi.nlm.nih.gov/38504308;"journal-peerrevartikel";;;;;
FB1.csv;True;False;False;False;10.1029/2023je008177;Evolution of Impact Basin Gravity Signatures on the Lunar Farside: A Long‐Term Alteration Process;Lompa, T., Ebbing, J. & Wünnemann, K.;Wünnemann, K.;2024;2024-04-08;English;peerrevartikel;Journal of Geophysical Research - Planets;AGU;CC BY;True;gold;False;False;False;Solar System, Impacts & Meteorites;;;NaN;129;4;NaN;NaN;https://doi.org/10.1029/2023je008177|https://refubium.fu-berlin.de/handle/fub188/43305;"journal-article";;;;;
FB1.csv;True;False;False;False;10.1098/rspb.2024.1280;Evolution of odorant receptor repertoires across Hymenoptera is not linked to the evolution of eusociality;Gautam, S., McKenzie, S., Katzke, J., Garcia, F. H., Yamamoto, S. & Economo, E. P. ;Hita Garcia, F.;2024;2024-09-25;English;peerrevartikel;Proceedings of the Royal Society B;Royal Society Publishing;CC BY;True;NaN;False;False;False;Center for Integrative Biodiversity Discovery;;;NaN;291;2031;NaN;NaN;https://doi.org/10.1098/rspb.2024.1280|https://pubmed.ncbi.nlm.nih.gov/39317325;"journal-article";;;;;
FB1.csv;True;False;False;False;10.1016/j.celrep.2024.113791;Evolution of the ribbon-like organization of the Golgi apparatus in animal cells;Benvenuto, G., Leone, S., Astoricchio, E., Bormke, S., Jasek, S., D’Aniello, E., Kittelmann, M., McDonald, K., Hartenstein, V., Baena, V., Escrivà, H., Bertrand, S., Schierwater, B., Burkhardt, P., Ruiz-Trillo, I., Jékely. G., Ullrich-Lüter, J., Lüter, C., D’Aniello, S., Arnone. M.I. & Ferraro, F.;Bormke, S., Lüter, C., Ullrich-Lüter, J.;2024;2024-03-26;English;peerrevartikel;Cell Reports;CellPress - Elsevier;CC BY-NC-ND;True;hybrid;NaN;NaN;NaN;Evolutionary Morphology;;;FB1, Evol. Morph.;43;3;113791;NaN;https://doi.org/10.1016/j.celrep.2024.113791|https://radar.brookes.ac.uk/radar/items/68a892ee-54f6-4b21-b8e2-c54ecf4290c2/1/|https://doi.org/10.1101/2023.02.16.528797|https://pubmed.ncbi.nlm.nih.gov/38428420;"journal-article";;;;;
FB1.csv;True;False;False;False;10.3897/fr.27.133803;Evolution of the tetrapod skull: a systematic review of bone loss.;Kean, K. J., Danto, M., Pérez-Ben, C. & Fröbisch, N. B.;Kean, K. J., Danto, M., Pérez-Ben, C. & Fröbisch, N. B.;2024;NaN;english;peerrevartikel;Fossil Record;Pensoft Publishers;CC BY;True;gold;NaN;NaN;NaN;Evolutionary Diversity Dynamics;;;NaN;27;3;445;471;NaN;"NaN";;;;;
