quelle;FB1;FB2;FB3;GD;doi;title;authorships.raw_author_name;mfn-authors;publication_year;publication_date;language;type;journal;publisher;primary_location.license;open_access.is_oa;open_access.oa_status;cites_mfn_collection_specimen;is_taxonomic_revision;is_species_description;abteilung 1;abteilung 2;abteilung 3;kommentar;biblio.volume;biblio.issue;biblio.first_page;biblio.last_page;locations.landing_page_url;type_crossref;booktitle;editor;print;edition;book serie
FB2.csv;False;True;False;False;10.3897/rio.10.e118851;Sharing data, caring for collections. Open data on collection agents affiliated with the Museum für Naturkunde Berlin;Von Mering, S., Stolze, E., Kaiser, K. & Petersen, M.;Von Mering, S., Stolze, E., Kaiser, K. & Petersen, M.;2024;08.05.2024;English;wissartikel;Research Ideas and Outcomes;Pensoft Publishers;CC BY;True;NaN;NaN;NaN;NaN;Service Development and Knowledge Transfer;;;NaN;10;NaN;e118851;NaN;https://doi.org/10.3897/rio.10.e118851;"journal-article";;;;;
FB1.csv;True;False;False;False;10.1111/maps.14239;Shear Stresses in Experimentally Shock-Twinned Calcite;Poelchau, M. H., Kenkmann, T., Winkler, R., Wirth, R., Luther, R. & Schaefer, F.;R. Luther;2024;25.08.2024;English;konferenzbeitragpaper;Meteoritics & Planetary Science;Wiley;CC BY;True;NaN;False;False;False;Solar System, Impacts & Meteorites;;;NaN;59;S1;I;XIII;NaN;"NaN";;;;;
FB1.csv;True;False;False;False;10.5194/egusphere-egu24-12996;Simulating NASA DART impact: Insights into the interior of asteroid Dimorphos;Senel, C. B., Karatekin, O., Luther, R., Henry, G. & Claeys, P.;R. Luther;2024;09.03.2024;English;konferenzbeitragpaper;EGU General Assembly 2024 Abstracts;European Geosciences Union;CC BY;True;NaN;False;False;False;Solar System, Impacts & Meteorites;;;NaN;NaN;NaN;NaN;NaN;https://doi.org/10.5194/egusphere-egu24-12996;"posted-content";;;;;
FB1.csv;True;False;False;False;10.1127/njgpa/2024/1218;Skeletal and integumental paleopathologies in †Pycnodontomorpha;Capasso, L., Ebert, M. & Witzmann, F.;Witzmann, F.;2024;29.09.2024;Englisch;peerrevartikel;Neues Jahrbuch für Geologie und Paläontologie, Abhandlungen;Schweizerbart;NaN;False;closed;True;False;False;Evolutionary Morphology;;;NaN;313;1;39;66;NaN;"NaN";;;;;
openalex;True;False;False;False;10.1177/20539517241267760;Snails, time, data: On the politics of mass-digitization and the possibility of data drift;Hopman, R.;Hopman, R.;2024;28.08.2024;en;peerrevartikel;Big Data & Society;SAGE Publishing;cc-by-nc-nd;True;gold;NaN;NaN;NaN;NaN;;;NaN;11;3;NaN;NaN;https://doi.org/10.1177/20539517241267760;"journal-peerrevartikel";;;;;
openalex;True;False;False;False;10.1101/2024.03.08.584139;Spatially heterogeneous responses of planktonic foraminifera assemblages over 700,000 years of climate change;Mathes, G. H., Reddin, C. J., Kiessling, W., Antell, G. S., Saupe, E. E. & Steinbauer, M. J.;Reddin, Carl J.;2024;13.03.2024;en;preprint;bioRxiv;Cold Spring Harbor Laboratory;cc-by-nc-nd;True;green;NaN;NaN;NaN;NaN;;;NaN;NaN;NaN;NaN;NaN;https://doi.org/10.1101/2024.03.08.584139;"posted-content";;;;;
openalex;True;False;False;False;10.1111/geb.13905;Spatially Heterogeneous Responses of Planktonic Foraminiferal Assemblages Over 700,000 Years of Climate Change;Mathes, G. H., Reddin, C. J., Kiessling, W., Antell, G. S., Saupe, E. E. & Steinbauer, M. J.;Reddin, Carl J.;2024;19.08.2024;en;peerrevartikel;Global Ecology and Biogeography;Wiley;cc-by;True;hybrid;NaN;NaN;NaN;NaN;;;NaN;33;11;e13905;NaN;https://doi.org/10.1111/geb.13905;"journal-peerrevartikel";;;;;
openalex;True;False;False;False;10.1111/mec.17301;Speciation across biomes: Rapid diversification with reproductive isolation in the Australian delicate mice;Roycroft, E., Ford, F., Ramm, T., Schembri, R., Breed, W. G., Burns, P. A., Rowe, K. C. & Moritz, C.;Ramm, T.;2024;22.02.2024;en;peerrevartikel;Molecular Ecology;Wiley;cc-by-nc-nd;True;hybrid;NaN;NaN;NaN;NaN;;;NaN;33;7;e17301;NaN;https://doi.org/10.1111/mec.17301|https://pubmed.ncbi.nlm.nih.gov/38385302;"journal-peerrevartikel";;;;;
FB1.csv;True;False;False;False;10.1098/rspb.2023.1693;Species- and sex-specific chemical composition from an internal gland-like tissue of an African frog family;Schäfer, M., Sydow, D., Schauer, M., Doumbia, J., Schmitt, T. & Rödel, M.;Schäfer, M.,  Schauer, M., Rödel, M.;2024;10.01.2024;english;peerrevartikel;Proceedings of the Royal Society B;The Royal Society Publishing;cc-by;True;NaN;True;False;False;Evolutionary Diversity Dynamics;;;NaN;291;2014;20231693;NaN;https://doi.org/10.1098/rspb.2023.1693|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10777154|https://pubmed.ncbi.nlm.nih.gov/38196358;"journal-article";;;;;
FB1.csv;True;False;False;False;10.1371/journal.pone.0293715;Species-specific dynamics may cause deviations from general biogeographical predictions – evidence from a population genomics study of a New Guinean endemic passerine bird family (Melampittidae);Müller, I. A., Thörn, F., Blom, M. P. K.;Müller, I. A., Thörn, F., Rajan, S., Ericson, P. G. P., Dumbacher, J. P., Maiah, G., Blom, M. P. K., Jønsson, K. A. & Irestedt, M.;2024;23.05.2024;English;wissartikel;Plos ONE;PLOS;CC BY;True;NaN;False;False;False;Evolutionary Diversity Dynamics;;;NaN;19;5;e0293715;e0293715;https://doi.org/10.1371/journal.pone.0293715|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11115331|https://doi.org/10.1101/2023.10.19.563072|https://pubmed.ncbi.nlm.nih.gov/38781204;"journal-article";;;;;
FB1.csv;True;False;False;False;NaN;Staphyliniden (Coleoptera:) aus Lichtfallenfängen von 16 Standorten im Tessin.;Uhlig, M., Herger, P., Schülke,, M. & Vogel, J.;Uhlig, M.;2024;NaN;deutsch;wissartikel;Entomo Helvetica;Entomologische Gesellschaft Basel, Entomologische Gesellschaft Luzern, Entomologische Gesellschaft Zürich, Entomologischer Verein Alpstein, Entomologischer Verein Bern, Groupe entomologique de la Murithienne (VS), Natur-Museum Luzern, Società Entomologica della Svizzera Italiana (TI), Société entomologique de Genève, Schweizerische Entomologische Gesellschaft, Société fribourgeoise d’entomologie, Société neuchâteloise d’entomologie, Société vaudoise d’entomologie;NaN;False;closed;True;False;False;Center for Integrative Biodiversity Discovery;;;NaN;17;NaN;NaN;NaN;NaN;"NaN";;;;;
FB1.csv;True;False;False;False;NaN;"Stratigraphy of the Early Permian Bromacker
locality (Tambach Formation, Sakmarian,
Germany)";Marchetti, L.;Marchetti, L.;2024;NaN;English;peerrevartikel;Permophiles;International Commission on Stratigraphy;NaN;True;NaN;False;False;False;NaN;;;NaN;76;NaN;33;35;NaN;"NaN";;;;;
FB1.csv;True;False;False;False;10.5281/zenodo.11654911;Striped individuals of the grass snake, Natrix natrix (Linnaeus, 1758) in anthropogenic habitats of Berlin, Germany, might indicate human introduction;Griesbaum, F. & Pacher, K.;Griesbaum, F.;2024;14.06.2024;English;peerrevartikel;North-Western Journal of Zoology;University of Oradea Publishing House;CC BY;True;NaN;False;False;False;Evolutionary Diversity Dynamics;;;NaN;20;1;90;93;https://doi.org/10.5281/zenodo.11654911;"NaN";;;;;
FB1.csv;True;False;False;False;10.1016/j.oceano.2024.01.001;Submarine groundwater discharge into a semi-enclosed coastal bay of the southern Baltic Sea: A multi-method approach;Von Ahn, C. M. E., Dellwig, O., Szymczycha, B., Kotwicki, L., Rooze, J., Endler, R., Escher, P., Schmiedinger, I., Sültenfuß, J., Diak, M., Gehre, M., Struck, U., Vogler, S. & Böttcher, M. E.;Struck, U. ;2024;02.02.2024;eng;wissartikel;Oceanologia;Elsevier;CC BY;True;NaN;NaN;NaN;NaN;Evolutionary Diversity Dynamics;;;NaN;66;1;111;138;https://doi.org/10.1016/j.oceano.2024.01.001;"journal-article";;;;;
FB3.csv;False;False;True;False;10.3390/su162210007;Sustainable Implementation of Citizen-Based Plastic Monitoring of Fresh Waters in Western Africa;Schmidtke, L., Van Emmerik, T. H. M., Pinto, R. B., Schreyers, L. J., Schmidt, C., Wendt-Potthoff, K. & Kirschke, S.;Schmidtke, L., Kirschke, S.;2024;16.11.2024;English;peerrevartikel;Sustainability;MDPI;CC BY;True;NaN;False;False;False;Innovation in Public Engagement, Partizipation und Open Science;;;Abteilung 2: Biodiversity Policy Lab;16;22;10007;10007;https://doi.org/10.3390/su162210007;"journal-article";;;;;
openalex;True;False;False;False;10.1093/evolut/qpae184;Suture zones, speciation, and evolution;Wait, D. R. & Peñalba, J. V.;Peñalba, J. V.;2024;21.12.2024;en;peerrevartikel;Evolution;Oxford University Press;cc-by;True;NaN;NaN;NaN;NaN;NaN;;;NaN;2024;NaN;qpae184;NaN;https://doi.org/10.1093/evolut/qpae184|https://pubmed.ncbi.nlm.nih.gov/39708295;"journal-peerrevartikel";;;;;
openalex;True;False;False;False;10.37520/aemnp.2024.010;Tachinus of Japan (Coleoptera: Staphylinidae: Tachyporinae): new records, a new synonym, and a new species;Hashizume, T., Schülke, M. & Maruyama, M.;Schülke, M. ;2024;18.08.2024;en;peerrevartikel;Acta entomologica Musei Nationalis Pragae;Národní Muzeum (National Museum, Prague);cc-by-nc-nd;True;NaN;NaN;NaN;NaN;NaN;;;NaN;64;1;121;139;https://doi.org/10.37520/aemnp.2024.010;"journal-peerrevartikel";;;;;
FB2.csv;False;True;False;False;10.25360/01-2024-00005;Tagging Objects from Colonial Contexts. A Decision Tree for Natural History Collections;Kaiser, K., Madruga, C.;Kaiser, K., Madruga, C.;2024;Dez. 24 in production;English;wissartikel;Working Paper Deutsches Zentrum Kulturgutverluste;Deutsches Zentrum Kulturgutverluste;cc-by-nc-nd;True;NaN;NaN;NaN;NaN;Service Development and Knowledge Transfer;;;NaN;2024;7;NaN;NaN;https://doi.org/10.25360/01-2024-00005 ;"NaN";;;;;
openalex;True;False;False;False;10.11646/zootaxa.5443.4.4;Taxonomic revision of Asapharcha Meyrick, 1920 (Lepidoptera, Gelechiidae), with descriptions of four new species;Bidzilya, O. V., Mey, W. & Rajaei, H.;Mey, W.;2024;23.04.2024;en;peerrevartikel;Zootaxa;Magnolia Press;NaN;False;closed;NaN;NaN;NaN;NaN;;;NaN;5443;4;548;566;https://doi.org/10.11646/zootaxa.5443.4.4|https://pubmed.ncbi.nlm.nih.gov/39645898;"journal-peerrevartikel";;;;;
openalex;True;False;False;False;10.35929/rsz.0129;Taxonomic revision of the Crambinae (Lepidoptera, Pyralidae sensu lato) of the Galápagos Islands, Ecuador;Landry, B. & Léger, T.;Léger, T.;2024;12.12.2024;en;peerrevartikel;Revue suisse de zoologie;Natural History Museum of Geneva;NaN;True;gold;NaN;NaN;NaN;NaN;;;NaN;131;2;357;387;https://doi.org/10.35929/rsz.0129;"journal-peerrevartikel";;;;;
FB1.csv;True;False;False;False;10.1163/9789004691063_015;Ch. 14: Taxonomies at Tendaguru: How the Berlin Dinosaurs Got Their Names ;Stoecker, H.& Ohl, M.;Ohl, M.;2024;05.11.2024;English;sammelbandbeitrag;NaN;Brill;CC BY-NC-ND;True;NaN;True;False;False;Center for Integrative Biodiversity Discovery;;;NaN;NaN;NaN;233;254;https://doi.org/10.1163/9789004691063_015;"NaN";Deconstructing Dinosaurs;Vennen, M., Stoecker, H., Heumann, I.;Leiden;;
FB1.csv;True;False;False;False;10.20362/am.017001;Taxonomy of the ant genus Cerapachys Smith, 1857 (Hymenoptera:Formicidae) in China with description of a new species;Liu, C., Hita Garcia, F., Peng, Y.-Q. & Pierce, N.E.;Hita Garcia, F.;2024;31.05.2024;English;peerrevartikel;Asian Myrmecology;International Network for the Study of Asian Ants;CC BY;True;NaN;False;False;False;Center for Integrative Biodiversity Discovery;;;NaN;17;NaN;e017001;NaN;NaN;"NaN";;;;;
FB3.csv;False;False;True;False;10.5281/zenodo.12634359;Technical Brief - The role of citizen science in improving ambient water quality;"Bishop, I,; Cacciatori, C., Chapman, D., DuBois, C.,; Endalew, Y. E., Goldin, J., Graham, M., Hamisi, W., Juanah, M., Kamara, I.,Kirschke, S.,  Livingstone, A., Loeffen, A., Loiselle, S.,Madikizela, B., Mkole, R., Castro, J. M.,Mudenda, E., Nyongesa, F., Nyoni, F., Kiminta, E. O.,  Pattinson, N. B., Sullivan, T., Taylor, J., de Vries, S., Walker, M., Warner, S., Wehn, U.,  Wu, Y.";Kirschke, S.;2024;26.07.2024;English;bericht;NaN;"Earthwatch Europe on behalf of the United
Nations Environment Programme-coordinated World Water Quality Alliance";NaN;True;NaN;False;False;False;Biodiversity Policy Lab;;;Kategorie: Technical brief;NaN;NaN;NaN;NaN;https://zenodo.org/records/12634359;"NaN";;;;;
FB1.csv;True;False;False;False;10.3389/fevo.2024.1392882;"Temporal dynamics of acoustic
diversity in managed forests";Müller, S., Jahn, O., Jung, K., Mitesser, O., Ammer, C., Böhm, S., Ehbrecht, M., Farina, A., Renner, S. C., Pieretti, N., Schall, P., Tschapka, M., Wells, K. & Scherer-Lorenzen, M.;Jahn, O.;2024;24.09.2024;English;peerrevartikel;Frontiers in Ecology and Evolution;Frontiers;CC BY;True;NaN;False;False;False;Evolutionary Diversity Dynamics;;;"CITATION:
Müller S, Jahn O, Jung K, Mitesser O, Ammer C, Böhm S, Ehbrecht M, Farina A, Renner SC, Pieretti N, Schall P, Tschapka M, Wells K and Scherer-Lorenzen M (2024) Temporal dynamics of acoustic diversity in managed forests.
Front. Ecol. Evol. 12:1392882.
doi: 10.3389/fevo.2024.1392882";12;NaN;NaN;NaN;https://doi.org/10.3389/fevo.2024.1392882 ;"NaN";;;;;
FB1.csv;True;False;False;False;10.37520/fi.2024.030;"Terrestrial artiodactyl remains from the whale horizon at Groß Pampau (ancient North Sea basin, North Germany; Serravallian-Tortonian boundary, Middle-Late Miocene)";Rössner, G. E. & Hampe, O.;Hampe, O.;2024;20.12.2024;English;peerrevartikel;Fossil Imprint;Národní muzeum;NaN;True;NaN;NaN;NaN;NaN;NaN;;;NaN;80;2;424;434;http://fi.nm.cz/en/clanek/terrestrial-artiodactyl-remains-from-the-whale-horizon-at-gros-pampau-ancient-north-sea-basin-north-germany-serravallian-tortonian-boundary-middle-late-miocene-2/;"NaN";;;;;
openalex;True;False;False;False;10.1101/2024.02.09.579723;Tetrapod terrestrialisation: a weight-bearing potential already present in the humerus of the stem-tetrapod fish Eusthenopteron foordi;Clarac, F., Cornille, A., Bijl, S. & Sanchez, S.;Cornille, A.;2024;12.02.2024;en;preprint;bioRxiv;Cold Spring Harbor Laboratory;NaN;True;green;NaN;NaN;NaN;NaN;;;NaN;NaN;NaN;NaN;NaN;https://doi.org/10.1101/2024.02.09.579723;"posted-content";;;;;
FB1.csv;True;False;False;False;10.2139/ssrn.5055090;The Adaptive Radiation and Social Evolution of the Ants;Vizueta, J, Hita Garcia, F, + 44 other coauthors;Hita Garcia, F.;2024;16.12.2024;English;peerrevartikel;Cell;Elsevier;Other;True;NaN;False;False;False;Center for Integrative Biodiversity Discovery;;;preprint;NaN;NaN;NaN;NaN;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5055090;"NaN";;;;;
openalex;True;False;False;False;10.1101/2024.05.15.594131;The ancient evolution of far-red light photoacclimation in cyanobacteria;Antonaru, L. A., Rad-Menéndez, C., Mbedi, S., Sparmann, S., Pope, M., Oliver, T., Wu, S., Green, D., Gugger, M. & Nürnberg, D. J.;Mbedi, S.;2024;18.05.2024;en;preprint;bioRxiv;Cold Spring Harbor Laboratory;NaN;True;green;NaN;NaN;NaN;NaN;;;NaN;NaN;NaN;NaN;NaN;https://doi.org/10.1101/2024.05.15.594131;"posted-content";;;;;
FB1.csv;True;False;False;False;10.1016/j.precamres.2024.107526;The basal Cambrian carbon isotope excursion revealed in the Central Iberian Zone, Spain;Zhang, K., Shields, G. A., Zhou, Y., Strauss, H., Struck, U. & Jensen, S.;Struck, U. ;2024;01.09.2024;eng;peerrevartikel;PRECAMBRIAN RESEARCH;NaN;CC BY;True;hybrid;NaN;NaN;NaN;Evolutionary Diversity Dynamics;;;NaN;411;NaN;107526;NaN;https://doi.org/10.1016/j.precamres.2024.107526|https://discovery.ucl.ac.uk/id/eprint/10195666/|https://discovery.ucl.ac.uk/id/eprint/10195666/1/Zhang%20et%20al%20%282024%29%20Ed-C%20boundary%20in%20Spain.pdf;"journal-article";;;;;
openalex;True;False;False;False;10.1101/2024.03.12.584552;The best of two worlds: using stacked generalization for integrating expert range maps in species distribution models;Oeser, J., Zurell, D., Mayer, F., Çoraman, E., Toshkova, N., Deleva, S., Natradze, I., Benda, P., Ghazaryan, A., Irmak, S., Hasanov, N. A., Guliyeva, G. G., Gritsina, M. & Kuemmerle, T. ;Mayer, F., Çoraman, E.;2024;14.03.2024;en;preprint;bioRxiv (Cold Spring Harbor Laboratory);Cold Spring Harbor Laboratory;cc-by-nc-nd;True;green;NaN;NaN;NaN;NaN;;;NaN;NaN;NaN;NaN;NaN;https://doi.org/10.1101/2024.03.12.584552;"posted-content";;;;;
FB1.csv;True;False;False;False;10.1111/geb.13911;The best of two worlds: Using stacked generalization for integrating expert range maps in species distribution models;Oeser, J., Zurell, D., Mayer, F., Çoraman, E., Toshkova, N., Deleva, S., Natradze, I., Benda, P., Ghazaryan, A., Irmak, S., Hasanov, N., Guliyeva, G., Gritsina, M. & Kuemmerle, T. ;Mayer, F., Çoraman, E.;2024;10.09.2024;English;peerrevartikel;Global Ecology and Biogeography;Wiley;CC BY;True;hybrid;False;False;False;Evolutionary Diversity Dynamics;;;NaN;NaN;NaN;NaN;NaN;https://doi.org/10.1111/geb.13911;"journal-article";;;;;
FB1.csv;True;False;False;False;10.1038/s41597-023-02832-6;The bii4africa dataset of faunal and floral population intactness estimates across Africa’s major land uses;Clements, H. S., San, E. D. L., Hempson, G., Linden, B., Maritz, B., Monadjem, A., Reynolds, C., Siebert, F., Stevens, N., Biggs, R., De Vos, A., Blanchard, R., Child, M., Esler, K. J., Hamann, M., Loft, T., Reyers, B., Selomane, O., Skowno, A. L., (...), Rödel, M.-O.,(...), Woodhouse, G. M.;Rödel, M.-O. ;2024;NaN;english;datenpublikation;Scientific data;Elsevier;CC BY;True;gold;False;False;False;Evolutionary Diversity Dynamics;;;NaN;NaN;NaN;NaN;NaN;NaN;"NaN";;;;;
FB1.csv;True;False;False;False;10.1111/cla.12561;The Chalcidoidea bush of life: evolutionary history of a massiveradiation of minute wasps;Cruaud, A., Rasplus, J., Zhang, J., Burks, R., Delvare, G., Fusu, L., Gumovsky, A., Huber, J. T., Janšta, P., Mitroiu, M., Noyes, J. S., Van Noort, S., Baker, A., Böhmová, J., Baur, H., Blaimer, B. B., Brady, S. G., Bubeníková, K., Chartois, M., ( . . .), Heraty, J. M. ;Blaimer, B. B.;2024;01.02.2024;english;peerrevartikel;Cladistics;Wiley;CC BY;True;hybrid;NaN;NaN;NaN;Center for Integrative Biodiversity Discovery;;;NaN;40;1;34;63;NaN;"NaN";;;;;
FB1.csv;True;False;False;False;10.11646/zootaxa.5403.4.4;The Darwin wasp Camera thoracica (Szpligeti, 1916)(Ichneumonidae) as a natural enemy of the dreaded Brazilian wandering spider Phoneutria nigriventer (Keyserling, 1891)(Ctenidae).;Pádua, D. G., Silva-Santos, I., Santos, B. F., Faustino-Magalhães, M. D., Souza, M. N. A. & Kloss, T. G.;Santos. B.F.;2024;NaN;English;peerrevartikel;Zootaxa;Magnolia Press;Other;False;NaN;False;False;False;Center for Integrative Biodiversity Discovery;;;NaN;5403;4;459;468;https://doi.org/10.11646/zootaxa.5403.4.4|https://pubmed.ncbi.nlm.nih.gov/38480424;"journal-article";;;;;
FB1.csv;True;False;False;False;10.11646/zootaxa.5474.4.2;The enigmatic Notolathrus sensitivus Remes Lenicov, 1992 (Hemiptera: Fulgoromorpha: Cixiidae): supplementary description and conservation status;Santos, J. C. D. C. V., Iuri, H. A., Hoch, H. & Ferreira, R. L. ;Hoch, H.;2024;NaN;NaN;peerrevartikel;Zootaxa;Magnolia Press;NaN;NaN;NaN;NaN;NaN;NaN;Center for Integrative Biodiversity Discovery;;;NaN;5474;4;355;374;https://doi.org/10.11646/zootaxa.5474.4.2|https://pubmed.ncbi.nlm.nih.gov/39646484;"journal-article";;;;;
FB1.csv;True;False;False;False;NaN;The Erichsonius fauna of the Himalaya 2: The first reprensentative of the genus from Bhutan (Coleoptera: Staphylinidae, Staphylininae);Uhlig, M. & Uhlig, B.;Uhlig, M.;2024;NaN;english;sammelbandbeitrag;NaN;Verein der Freunde und Förderer des Naturkundemuseums Erfurt e. V.;NaN;False;closed;False;False;True;Center for Integrative Biodiversity Discovery;;;NaN;VIII;NaN;302;306;NaN;"NaN";Biodiversität und Naturausstattung im Himalaya;"Hartmann, M.; M. V. L. Barclay & J. Weipert";Erfurt;;
FB1.csv;True;False;False;False;NaN;The Erichsonius fauna of the Himalaya 3: E. (Sectophilonthus) kleebergi sp. n. - a new outstanding species of Nepal (Coleoptera: Staphylinidae, Staphylininae).;Uhlig, M. & Uhlig, B.;Uhlig, M.;2024;NaN;english;sammelbandbeitrag;NaN;Verein der Freunde und Förderer des Naturkundemuseums Erfurt e. V.;NaN;False;closed;True;False;True;Center for Integrative Biodiversity Discovery;;;NaN;VIII;NaN;307;314;NaN;"NaN";Biodiversität und Naturausstattung im Himalaya;"Hartmann, M.; M. V. L. Barclay & J. Weipert";Erfurt;;
FB1.csv;True;False;False;False;NaN;The Erichsonius fauna of the Himalaya 4: Three new species of the genus from Nepal from the collection A. Kleeberg (Coleoptera: Staphylinidae, Staphylininae).;Uhlig, M., Uhlig, B. & Kleeberg, A.;Uhlig, M.;2024;NaN;english;sammelbandbeitrag;NaN;Verein der Freunde und Förderer des Naturkundemuseums Erfurt e. V.;NaN;False;closed;True;False;True;Center for Integrative Biodiversity Discovery;;;NaN;VIII;NaN;315;328;NaN;"NaN";Biodiversität und Naturausstattung im Himalaya;"Hartmann, M.; M. V. L. Barclay & J. Weipert";Erfurt;;
;;;;;Nan;On a small collection of caddisflies from the Himalayas of Nepal (Insecta: Trichoptera);Mey, W.;Mey, W.;2024;;english;sammelbandbeitrag;NaN;Verein der Freunde und Förderer des Naturkundemuseums Erfurt e. V.;Nan;False;closed;;;;;;;NaN;VIII;NaN;229;240;NaN;"NaN";Biodiversität und Naturausstattung im Himalaya;;;;
FB1.csv;True;False;False;False;10.1111/brv.13084;The evolution of larvae in temnospondyls;Schoch, R.R., Witzmann, F.;Witzmann, F.;2024;10.04.2024;Englisch;peerrevartikel;Biological Reviews;Wiley;CC BY-NC_ND;True;hybrid;True;False;False;Evolutionary Morphology;;;NaN;99;5;1613;1637;https://doi.org/10.1111/brv.13084|https://pubmed.ncbi.nlm.nih.gov/38599802;"journal-article";;;;;
FB1.csv;True;False;False;False;10.1007/s12542-023-00676-4;The first cetacean from the early Oligocene of the SW German Mainz Basin: a probable cheek tooth of a mysticete (Mammalia: Cetacea);Hampe, O. & Von der Hocht, F.;Hampe, O. ;2024;29.02.2024;English;peerrevartikel;Paläontologische Zeitschrift;Springer;CC BY;True;hybrid;NaN;NaN;NaN;Evolutionary Morphology;;;NaN;98;1;161;174;https://doi.org/10.1007/s12542-023-00676-4;"journal-article";;;;;
openalex;True;False;False;False;10.32942/x2dk7v;The fossil record of the Neogene Carnivore Mammals from Spain;Morales, J., Cantalapiedra, J., Valenciano, A., Hontecillas, D., Fraile, S., García-Yelo, B., Montoya, P. & Abella, J. ;Cantalapiedra, J.;2024;25.01.2024;English;preprint;EcoEvoRxiv;The Society for Open, Reliable, and Transparent Ecology and Evolutionary biology;cc-by-nc-nd;True;green;NaN;NaN;NaN;NaN;;;NaN;NaN;NaN;NaN;NaN;https://doi.org/10.32942/x2dk7v|https://hdl.handle.net/10261/159758;"posted-content";;;;;
FB1.csv;True;False;False;False;10.12688/wellcomeopenres.19959.1;The genome sequence of Rhynchonycteris naso, Peters, 1867 (Chiroptera, Emballonuridae, Rhynchonycteris);Van Tussenbroek, I. A., Knörnschild, M., Nagy, M., O’Toole, B. P., Formenti, G., Philge, P., Zhang, N., Abueg, L., Brajuka, N., Jarvis, E., Volkert, T. L., Gray, J. L., Pieri, M., Mai, M., Teeling, E. C. & Vernes, S. C.;Knörnschild, M., Nagy, M.;2024;10.07.2024;English;datenpublikation;Wellcome Open Research;Wellcome;CC BY;True;gold;False;False;False;Evolutionary Diversity Dynamics;;;NaN;9;NaN;361;NaN;https://doi.org/10.12688/wellcomeopenres.19959.1|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11375410|https://pubmed.ncbi.nlm.nih.gov/39239167;"journal-article";;;;;
openalex;True;False;False;False;10.12688/wellcomeopenres.21782.1;The genome sequence of the silver stretch spider, Tetragnatha montana (Simon, 1874) (Araneae: Tetragnathidae);McGregor, A. P., Sumner-Rooney, L., Burkmar, R. & Schoenauer, A.;Sumner-Rooney, L.;2024;22.05.2024;en;datenpublikation;Wellcome Open Research;Wellcome;cc-by;True;gold;NaN;NaN;NaN;NaN;;;NaN;9;NaN;288;NaN;https://doi.org/10.12688/wellcomeopenres.21782.1;"journal-article";;;;;
KWP;True;False;False;False;10.3897/fr.27.e125460;The last eryopids: Clamorosaurus and Syndyodosuchus from the late Kungurian (Cisuralian, Permian) of Russia revisited;Werneburg, R. & Witzmann, F.;Witzmann, F.;2024;30.12.2024;English;peerrevartikel;Fossil Record;Pensoft Publishers;CC BY;True;gold;False;False;False;Evolutionary Morphology;;;FR Special Issue;27;3;353;380;NaN;"NaN";;;;;
FB1.csv;True;False;False;False;10.5252/geodiversitas2024v46a7;The late Givetian (Middle Devonian) ammonoid Epitornoceras Frech, 1902 from Argentina (southwestern Gondwana).;Allaire, N., Rustán, J. J., Korn, D., Vaccari, N. E., Ezpeleta, M. & Balseiro, D.;Korn, D.;2024;01.05.2024;English;peerrevartikel;Geodiversitas;BioOne;NaN;False;closed;False;True;NaN;Evolutionary Diversity Dynamics;;;NaN;46;7;327;341;https://doi.org/10.5252/geodiversitas2024v46a7;"journal-article";;;;;
FB1.csv;True;False;False;False;10.1038/s41586-024-07507-9;The mechanism for directional hearing in fish;Veith, J., Chaigne, T., Svanidze, A., Dressler, L. E., Hoffmann, M., Gerhardt, B. & Judkewitz, B. ;Dressler, L. E.;2024;19.06.2024;englisch;peerrevartikel;Nature;Springer Nature;CC BY;True;hybrid;False;False;False;Evolutionary Diversity Dynamics;;;"ich kenne leider nicht den oa status und weiß leider auch nicht ganz was mit ""publisher"" gemeint ist";631;8019;118;124;NaN;"NaN";;;;;
FB1.csv;True;False;False;False;10.1111/maps.14181;The Meteoritical Bulletin, no. 112;Gattacceca, J., McCubbin, F. M., Grossman, J. N., Schrader, D. L., Cartier, C., Consolmagno, G., Goodrich, C., Greshake, A., Gross, J., Joy, K. H., Miao, B. & Zhang, B.;Greshake, A.;2024;11.05.2024;English;peerrevartikel;Meteoritics & Planetary Science;Wiley;CC BY-NC;True;hybrid;True;False;True;Solar System, Impacts & Meteorites;;;NaN;59;7;1820;1823;https://doi.org/10.1111/maps.14181|https://hal.science/hal-04647134;"journal-article";;;;;
FB2.csv;False;True;False;False;10.56178/eh.v39i1.1473;"THE NEST AND EGGS OF THE RUFOUS-SHAFTED WOODSTAR Chaetocercus jourdanii andinus, WITH A REVIEW ON THE BREEDING DATA FOR THE GENUS; El nido y los huevos del Colibrí de Jourda Chaetocercus jourdanii andinus, con una revisión de los datos reproductivos del género";Marcuk, V., Greeney, H. F. & Eckhoff, P.;Eckhoff, P.;2024;15.06.2024;English;peerrevartikel;El Hornero;Aves Argentinas;CC BY-NC;True;gold;True;False;False;Transformation and Conservation;;;NaN;39;1;119;124;https://doi.org/10.56178/eh.v39i1.1473;"journal-article";;;;;
